No,Sheet,VN Word,VN Example,JP Word,JP Example,EN Word,EN Example,Tag
620,Core Extended,Khoảng,Khoảng 10 người.,<ruby>約<rt>やく</rt></ruby>,<ruby>約<rt>やく</rt></ruby>10<ruby>人<rt>にん</rt></ruby>。,About / Around,About 10 people.,Quantity
621,Core Extended,Chính xác,Chính xác là 5 giờ.,ちょうど,ちょうど5<ruby>時<rt>じ</rt></ruby>。,Exactly,Exactly 5 o'clock.,Quantity
622,Core Extended,Ít nhất,Ít nhất 3 ngày.,<ruby>少<rt>すく</rt></ruby>なくとも,<ruby>少<rt>すく</rt></ruby>なくとも3<ruby>日<rt>にち</rt></ruby>。,At least,At least 3 days.,Quantity
623,Core Extended,Nhiều nhất,Nhiều nhất 10 cái.,<ruby>最大<rt>さいだい</rt></ruby>,<ruby>最大<rt>さいだい</rt></ruby>10<ruby>個<rt>こ</rt></ruby>。,At most,At most 10.,Quantity
624,Core Extended,Mét,2 mét.,メートル,2メートル。,Meter,2 meters.,Unit
625,Core Extended,Kilogram,5 kg.,キログラム,5キロ。,Kilogram,5 kg.,Unit
626,Core Extended,Lít,1 lít nước.,リットル,<ruby>水<rt>みず</rt></ruby>1リットル。,Liter,1 liter of water.,Unit
627,Core Extended,Cái,3 cái.,<ruby>個<rt>こ</rt></ruby>,3<ruby>個<rt>こ</rt></ruby>。,Piece,3 pieces.,Unit
628,Core Extended,Bộ,Một bộ.,セット,1セット。,Set,One set.,Unit
629,Core Extended,Nhóm,Một nhóm người.,グループ,1グループ。,Group,A group of people.,Unit
630,Core Extended,Phần,Một phần.,<ruby>部分<rt>ぶぶん</rt></ruby>,<ruby>一部<rt>いちぶ</rt></ruby>。,Part,A part.,Unit
631,Core Extended,Toàn bộ,Toàn bộ chi phí.,<ruby>全体<rt>ぜんたい</rt></ruby>,<ruby>全体<rt>ぜんたい</rt></ruby>のコスト。,Whole / Total,Total cost.,Unit
632,Core Extended,Còn lại,Phần còn lại.,<ruby>残<rt>のこ</rt></ruby>り,<ruby>残<rt>のこ</rt></ruby>り。,Remaining,The rest.,Unit
633,Core Extended,Tổng cộng,Tổng cộng bao nhiêu?,<ruby>合計<rt>ごうけい</rt></ruby>,<ruby>合計<rt>ごうけい</rt></ruby>はいくら？,Total,How much in total?,Unit
634,Core Extended,Trung bình,Trung bình 5 triệu.,<ruby>平均<rt>へいきん</rt></ruby>,<ruby>平均<rt>へいきん</rt></ruby>500<ruby>万<rt>まん</rt></ruby>ドン。,Average,Average 5 million.,Unit
635,Core Extended,Tối đa,Tối đa 100 người.,<ruby>最大<rt>さいだい</rt></ruby>,<ruby>最大<rt>さいだい</rt></ruby>100<ruby>人<rt>にん</rt></ruby>。,Maximum,Max 100 people.,Unit
636,Core Extended,Tối thiểu,Tối thiểu 2 ngày.,<ruby>最低<rt>さいてい</rt></ruby>,<ruby>最低<rt>さいてい</rt></ruby>2<ruby>日<rt>にち</rt></ruby>。,Minimum,Min 2 days.,Unit
637,Core Extended,Thứ nhất,Thứ nhất.,<ruby>第一<rt>だいいち</rt></ruby>,<ruby>第一<rt>だいいち</rt></ruby>。,First,First.,Unit
638,Core Extended,Thứ hai,Thứ hai là...,<ruby>第二<rt>だいに</rt></ruby>,<ruby>第二<rt>だいに</rt></ruby>は…,Second,Second is...,Unit
639,Core Extended,Cuối cùng,Cuối cùng là...,<ruby>最後<rt>さいご</rt></ruby>,<ruby>最後<rt>さいご</rt></ruby>は…,Last,Last is...,Unit
640,Core Extended,Tiếp theo,Tiếp theo là gì?,<ruby>次<rt>つぎ</rt></ruby>,<ruby>次<rt>つぎ</rt></ruby>は<ruby>何<rt>なに</rt></ruby>？,Next,What's next?,Unit
641,Core Extended,Trước đó,Trước đó là...,<ruby>前<rt>まえ</rt></ruby>の,その<ruby>前<rt>まえ</rt></ruby>は…,Previous,Before that...,Unit
642,Core Extended,Khác,Cái khác.,<ruby>別<rt>べつ</rt></ruby>の,<ruby>別<rt>べつ</rt></ruby>のもの。,Another / Other,Another one.,Unit
643,Core Extended,Duy nhất,Cái duy nhất.,<ruby>唯一<rt>ゆいいつ</rt></ruby>の,<ruby>唯一<rt>ゆいいつ</rt></ruby>のもの。,Only,The only one.,Unit
644,Core Extended,Chính,Lý do chính.,<ruby>主<rt>おも</rt></ruby>な,<ruby>主<rt>おも</rt></ruby>な<ruby>理由<rt>りゆう</rt></ruby>。,Main,Main reason.,Unit
645,Core Extended,Riêng,Phòng riêng.,<ruby>別々<rt>べつべつ</rt></ruby>の,<ruby>個室<rt>こしつ</rt></ruby>。,Separate / Private,Private room.,Unit
646,Core Extended,Cùng nhau,Làm cùng nhau.,<ruby>一緒<rt>いっしょ</rt></ruby>に,<ruby>一緒<rt>いっしょ</rt></ruby>にやろう。,Together,Do it together.,Unit
647,Core Extended,Một mình,Đi một mình.,<ruby>一人<rt>ひとり</rt></ruby>で,<ruby>一人<rt>ひとり</rt></ruby>で<ruby>行<rt>い</rt></ruby>く。,Alone,Go alone.,Unit
648,Core Extended,Gần như,Gần như xong.,ほぼ,ほぼ<ruby>完了<rt>かんりょう</rt></ruby>。,Almost,Almost done.,Unit
649,Core Extended,Hơn,Hơn 100 người.,<ruby>以上<rt>いじょう</rt></ruby>,100<ruby>人<rt>にん</rt></ruby><ruby>以上<rt>いじょう</rt></ruby>。,More than,More than 100.,Unit
650,Core Extended,Dưới,Dưới 50 tuổi.,<ruby>以下<rt>いか</rt></ruby>,50<ruby>歳<rt>さい</rt></ruby><ruby>以下<rt>いか</rt></ruby>。,Under / Less than,Under 50 years old.,Unit
651,Core Extended,Giữa,Ở giữa.,<ruby>真<rt>ま</rt></ruby>ん<ruby>中<rt>なか</rt></ruby>,<ruby>真<rt>ま</rt></ruby>ん<ruby>中<rt>なか</rt></ruby>に。,Between / Middle,In the middle.,Unit
652,Core Extended,Xung quanh,Xung quanh đây.,<ruby>周<rt>まわ</rt></ruby>り,この<ruby>周<rt>まわ</rt></ruby>り。,Around,Around here.,Unit
653,Core Extended,Qua,Đi qua cầu.,<ruby>渡<rt>わた</rt></ruby>って,<ruby>橋<rt>はし</rt></ruby>を<ruby>渡<rt>わた</rt></ruby>って。,Through / Across,Cross the bridge.,Unit
654,Core Extended,Dọc theo,Dọc theo sông.,〜に<ruby>沿<rt>そ</rt></ruby>って,<ruby>川<rt>かわ</rt></ruby>に<ruby>沿<rt>そ</rt></ruby>って。,Along,Along the river.,Unit
655,Core Extended,Về phía,Đi về phía trước.,〜の<ruby>方<rt>ほう</rt></ruby>へ,<ruby>前<rt>まえ</rt></ruby>の<ruby>方<rt>ほう</rt></ruby>へ<ruby>行<rt>い</rt></ruby>って。,Toward,Go forward.,Unit
656,Core Extended,Ngoài ra,"Ngoài ra, còn cần...",それに,それに…も<ruby>必要<rt>ひつよう</rt></ruby>です。,Besides,"Besides, we also need...",Unit
657,Core Extended,Ngoại trừ,Ngoại trừ thứ bảy.,〜<ruby>以外<rt>いがい</rt></ruby>,<ruby>土曜<rt>どよう</rt></ruby><ruby>以外<rt>いがい</rt></ruby>。,Except,Except Saturday.,Unit
658,Core Extended,Thay vì,"Thay vì đi xe, đi bộ.",〜の<ruby>代<rt>か</rt></ruby>わりに,<ruby>車<rt>くるま</rt></ruby>の<ruby>代<rt>か</rt></ruby>わりに<ruby>歩<rt>ある</rt></ruby>こう。,Instead of,Walk instead of driving.,Unit
659,Business Meeting,Cuộc họp,Cuộc họp bắt đầu lúc 10 giờ.,<ruby>会議<rt>かいぎ</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>は10<ruby>時<rt>じ</rt></ruby>に<ruby>始<rt>はじ</rt></ruby>まります。,Meeting,Meeting starts at 10.,Meeting
660,Business Meeting,Chương trình họp,Xem chương trình họp.,<ruby>議題<rt>ぎだい</rt></ruby>,<ruby>議題<rt>ぎだい</rt></ruby>を<ruby>確認<rt>かくにん</rt></ruby>しましょう。,Agenda,Check the agenda.,Meeting
661,Business Meeting,Lịch trình,Lịch trình hôm nay.,スケジュール,<ruby>今日<rt>きょう</rt></ruby>のスケジュール。,Schedule,Today's schedule.,Meeting
662,Business Meeting,Địa điểm,Địa điểm họp ở đâu?,<ruby>場所<rt>ばしょ</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>場所<rt>ばしょ</rt></ruby>はどこ？,Venue,Where is the meeting?,Meeting
663,Business Meeting,Phòng họp,Phòng họp tầng 3.,<ruby>会議室<rt>かいぎしつ</rt></ruby>,<ruby>会議室<rt>かいぎしつ</rt></ruby>は3<ruby>階<rt>かい</rt></ruby>。,Conference room,Meeting room on 3F.,Meeting
664,Business Meeting,Máy chiếu,Bật máy chiếu.,プロジェクター,プロジェクターをつけて。,Projector,Turn on the projector.,Meeting
665,Business Meeting,Màn hình,Chia sẻ màn hình.,<ruby>画面<rt>がめん</rt></ruby>,<ruby>画面<rt>がめん</rt></ruby>を<ruby>共有<rt>きょうゆう</rt></ruby>して。,Screen,Share the screen.,Meeting
666,Business Meeting,Micro,Bật micro đi.,マイク,マイクをオンにして。,Microphone,Turn on the mic.,Meeting
667,Business Meeting,Họp online,Họp online lúc 2 giờ.,オンライン<ruby>会議<rt>かいぎ</rt></ruby>,2<ruby>時<rt>じ</rt></ruby>にオンライン<ruby>会議<rt>かいぎ</rt></ruby>。,Online meeting,Online meeting at 2.,Meeting
668,Business Meeting,Họp video,Họp video với đối tác.,ビデオ<ruby>会議<rt>かいぎ</rt></ruby>,パートナーとビデオ<ruby>会議<rt>かいぎ</rt></ruby>。,Video call,Video call with partner.,Meeting
669,Business Meeting,Người tham dự,Có bao nhiêu người tham dự?,<ruby>参加者<rt>さんかしゃ</rt></ruby>,<ruby>参加者<rt>さんかしゃ</rt></ruby>は<ruby>何人<rt>なんにん</rt></ruby>？,Attendee,How many attendees?,Meeting
670,Business Meeting,Chủ tọa,Ai là chủ tọa?,<ruby>議長<rt>ぎちょう</rt></ruby>,<ruby>議長<rt>ぎちょう</rt></ruby>は<ruby>誰<rt>だれ</rt></ruby>？,Chairperson,Who is the chair?,Meeting
671,Business Meeting,Biên bản,Ghi biên bản họp.,<ruby>議事録<rt>ぎじろく</rt></ruby>,<ruby>議事録<rt>ぎじろく</rt></ruby>を<ruby>書<rt>か</rt></ruby>く。,Minutes,Take meeting minutes.,Meeting
672,Business Meeting,Hoãn,Hoãn cuộc họp.,<ruby>延期<rt>えんき</rt></ruby>する,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>延期<rt>えんき</rt></ruby>する。,To postpone,Postpone the meeting.,Meeting
673,Business Meeting,Đổi lịch,Đổi lịch họp.,<ruby>日程<rt>にってい</rt></ruby><ruby>変更<rt>へんこう</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>日程<rt>にってい</rt></ruby>を<ruby>変更<rt>へんこう</rt></ruby>。,To reschedule,Reschedule the meeting.,Meeting
674,Business Meeting,Hủy họp,Hủy họp chiều nay.,<ruby>会議<rt>かいぎ</rt></ruby>キャンセル,<ruby>午後<rt>ごご</rt></ruby>の<ruby>会議<rt>かいぎ</rt></ruby>をキャンセル。,To cancel meeting,Cancel today's meeting.,Meeting
675,Business Meeting,Xác nhận tham dự,Xác nhận tham dự nhé.,<ruby>出席<rt>しゅっせき</rt></ruby><ruby>確認<rt>かくにん</rt></ruby>,<ruby>出席<rt>しゅっせき</rt></ruby>を<ruby>確認<rt>かくにん</rt></ruby>して。,Confirm attendance,Confirm attendance.,Meeting
676,Business Meeting,Chuẩn bị,Chuẩn bị tài liệu họp.,<ruby>準備<rt>じゅんび</rt></ruby>する,<ruby>会議<rt>かいぎ</rt></ruby><ruby>資料<rt>しりょう</rt></ruby>を<ruby>準備<rt>じゅんび</rt></ruby>。,To prepare,Prepare meeting docs.,Meeting
677,Business Meeting,Bài trình bày,Bài trình bày của tôi.,プレゼン<ruby>資料<rt>しりょう</rt></ruby>,<ruby>私<rt>わたし</rt></ruby>のプレゼン<ruby>資料<rt>しりょう</rt></ruby>。,Presentation,My presentation.,Meeting
678,Business Meeting,Tài liệu phát,Phát tài liệu cho mọi người.,<ruby>配布<rt>はいふ</rt></ruby><ruby>資料<rt>しりょう</rt></ruby>,<ruby>皆<rt>みな</rt></ruby>さんに<ruby>資料<rt>しりょう</rt></ruby>を<ruby>配<rt>くば</rt></ruby>る。,Handout,Distribute handouts.,Meeting
679,Business Meeting,Lời mời,Gửi lời mời họp.,<ruby>招待<rt>しょうたい</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>招待<rt>しょうたい</rt></ruby>を<ruby>送<rt>おく</rt></ruby>る。,Invitation,Send meeting invite.,Meeting
680,Business Meeting,Động não,Buổi động não sáng tạo.,ブレインストーミング,ブレインストーミングをしよう。,Brainstorm,Creative brainstorm session.,Meeting
681,Business Meeting,Hội thảo,Tham gia hội thảo.,セミナー,セミナーに<ruby>参加<rt>さんか</rt></ruby>する。,Seminar,Attend a seminar.,Meeting
682,Business Meeting,Phát biểu khai mạc,Phát biểu khai mạc ngắn.,<ruby>開会<rt>かいかい</rt></ruby>の<ruby>挨拶<rt>あいさつ</rt></ruby>,<ruby>短<rt>みじか</rt></ruby>い<ruby>開会<rt>かいかい</rt></ruby>の<ruby>挨拶<rt>あいさつ</rt></ruby>。,Opening remarks,Brief opening remarks.,Meeting
683,Business Meeting,Phát biểu bế mạc,Phát biểu bế mạc.,<ruby>閉会<rt>へいかい</rt></ruby>の<ruby>挨拶<rt>あいさつ</rt></ruby>,<ruby>閉会<rt>へいかい</rt></ruby>の<ruby>挨拶<rt>あいさつ</rt></ruby>。,Closing remarks,Closing remarks.,Meeting
684,Business Meeting,Giải lao,Giải lao 10 phút.,<ruby>休憩<rt>きゅうけい</rt></ruby>,10<ruby>分<rt>ぷん</rt></ruby><ruby>休憩<rt>きゅうけい</rt></ruby>。,Break,10-minute break.,Meeting
685,Business Meeting,Tiếp tục họp,Tiếp tục họp nhé.,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>再開<rt>さいかい</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>再開<rt>さいかい</rt></ruby>しましょう。,Resume meeting,Let's resume.,Meeting
686,Business Meeting,Kết thúc họp,Kết thúc họp.,<ruby>閉会<rt>へいかい</rt></ruby>する,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>終了<rt>しゅうりょう</rt></ruby>します。,Adjourn,Meeting adjourned.,Meeting
687,Business Meeting,Báo cáo ngắn,Báo cáo ngắn tình hình.,ブリーフィング,<ruby>状況<rt>じょうきょう</rt></ruby>のブリーフィング。,Briefing,Status briefing.,Meeting
688,Business Meeting,Ghi chép,Ghi chép nội dung họp.,メモを<ruby>取<rt>と</rt></ruby>る,<ruby>会議<rt>かいぎ</rt></ruby>のメモを<ruby>取<rt>と</rt></ruby>る。,To take notes,Take meeting notes.,Meeting
689,Business Meeting,Hội nghị,Hội nghị quốc tế.,<ruby>国際<rt>こくさい</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>,<ruby>国際<rt>こくさい</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>。,Conference,International conference.,Meeting
690,Business Meeting,Webinar,Tham gia webinar.,ウェビナー,ウェビナーに<ruby>参加<rt>さんか</rt></ruby>。,Webinar,Join the webinar.,Meeting
691,Business Meeting,Diễn đàn,Diễn đàn doanh nghiệp.,フォーラム,ビジネスフォーラム。,Forum,Business forum.,Meeting
692,Business Meeting,Bàn tròn,Họp bàn tròn.,<ruby>円卓<rt>えんたく</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>,<ruby>円卓<rt>えんたく</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>。,Roundtable,Roundtable meeting.,Meeting
693,Business Meeting,Thảo luận nhóm,Thảo luận nhóm nhỏ.,グループディスカッション,グループディスカッション。,Group discussion,Small group discussion.,Meeting
694,Business Meeting,Đúng giờ,Xin đến đúng giờ.,<ruby>時間通<rt>じかんどお</rt></ruby>り,<ruby>時間通<rt>じかんどお</rt></ruby>りに<ruby>来<rt>き</rt></ruby>てください。,On time,Please be on time.,Meeting
695,Business Meeting,Muộn,Xin lỗi tôi đến muộn.,<ruby>遅刻<rt>ちこく</rt></ruby>,<ruby>遅刻<rt>ちこく</rt></ruby>してすみません。,Late,Sorry I'm late.,Meeting
696,Business Meeting,Vắng mặt,Hôm nay ai vắng mặt?,<ruby>欠席<rt>けっせき</rt></ruby>,<ruby>今日<rt>きょう</rt></ruby><ruby>誰<rt>だれ</rt></ruby>が<ruby>欠席<rt>けっせき</rt></ruby>？,Absent,Who's absent today?,Meeting
697,Business Meeting,Có mặt,Tất cả có mặt.,<ruby>出席<rt>しゅっせき</rt></ruby>,<ruby>全員<rt>ぜんいん</rt></ruby><ruby>出席<rt>しゅっせき</rt></ruby>。,Present,Everyone's present.,Meeting
698,Business Meeting,Lịch họp,Kiểm tra lịch họp.,<ruby>会議<rt>かいぎ</rt></ruby>スケジュール,<ruby>会議<rt>かいぎ</rt></ruby>スケジュールを<ruby>確認<rt>かくにん</rt></ruby>。,Meeting schedule,Check meeting schedule.,Meeting
699,Business Meeting,Họp khẩn,Có họp khẩn.,<ruby>緊急<rt>きんきゅう</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>,<ruby>緊急<rt>きんきゅう</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>があります。,Urgent meeting,There's an urgent meeting.,Meeting
700,Business Meeting,Họp định kỳ,Họp định kỳ mỗi tuần.,<ruby>定例<rt>ていれい</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>,<ruby>毎週<rt>まいしゅう</rt></ruby><ruby>定例<rt>ていれい</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>。,Regular meeting,Weekly regular meeting.,Meeting
701,Business Meeting,Nội dung,Nội dung cuộc họp.,<ruby>内容<rt>ないよう</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>内容<rt>ないよう</rt></ruby>。,Content,Meeting content.,Meeting
702,Business Meeting,Mục đích,Mục đích cuộc họp.,<ruby>目的<rt>もくてき</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>目的<rt>もくてき</rt></ruby>。,Purpose,Meeting purpose.,Meeting
703,Business Meeting,Kết luận,Kết luận cuộc họp.,<ruby>結論<rt>けつろん</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>の<ruby>結論<rt>けつろん</rt></ruby>。,Conclusion,Meeting conclusion.,Meeting
704,Business Meeting,Trình bày,Tôi sẽ trình bày.,プレゼンする,プレゼンします。,To present,I will present.,Presentation
705,Business Meeting,Giải thích,Giải thích rõ hơn.,<ruby>説明<rt>せつめい</rt></ruby>する,もっと<ruby>説明<rt>せつめい</rt></ruby>して。,To explain,Explain in detail.,Presentation
706,Business Meeting,Mô tả,Mô tả sản phẩm.,<ruby>説明<rt>せつめい</rt></ruby>する,<ruby>製品<rt>せいひん</rt></ruby>を<ruby>説明<rt>せつめい</rt></ruby>する。,To describe,Describe the product.,Presentation
707,Business Meeting,Phân tích,Phân tích dữ liệu.,<ruby>分析<rt>ぶんせき</rt></ruby>する,データを<ruby>分析<rt>ぶんせき</rt></ruby>する。,To analyze,Analyze the data.,Presentation
708,Business Meeting,Tóm tắt,Tóm tắt kết quả.,<ruby>要約<rt>ようやく</rt></ruby>する,<ruby>結果<rt>けっか</rt></ruby>を<ruby>要約<rt>ようやく</rt></ruby>する。,To summarize,Summarize results.,Presentation
709,Business Meeting,Kết luận,Kết luận là...,<ruby>結論<rt>けつろん</rt></ruby>,<ruby>結論<rt>けつろん</rt></ruby>は…,To conclude,In conclusion...,Presentation
710,Business Meeting,Minh họa,Minh họa bằng ví dụ.,<ruby>例<rt>れい</rt></ruby>で<ruby>示<rt>しめ</rt></ruby>す,<ruby>例<rt>れい</rt></ruby>で<ruby>示<rt>しめ</rt></ruby>します。,To illustrate,Illustrate with example.,Presentation
711,Business Meeting,Đề xuất,Đề xuất phương án.,<ruby>提案<rt>ていあん</rt></ruby>する,プランを<ruby>提案<rt>ていあん</rt></ruby>する。,To propose,Propose a plan.,Presentation
712,Business Meeting,Gợi ý,Tôi gợi ý...,<ruby>提案<rt>ていあん</rt></ruby>する,<ruby>提案<rt>ていあん</rt></ruby>しますが…,To suggest,I suggest...,Presentation
713,Business Meeting,Khuyến nghị,Khuyến nghị của tôi.,<ruby>推薦<rt>すいせん</rt></ruby>,<ruby>私<rt>わたし</rt></ruby>の<ruby>推薦<rt>すいせん</rt></ruby>は。,To recommend,My recommendation.,Presentation
714,Business Meeting,Nhấn mạnh,Nhấn mạnh điểm chính.,<ruby>強調<rt>きょうちょう</rt></ruby>する,<ruby>重要<rt>じゅうよう</rt></ruby>な<ruby>点<rt>てん</rt></ruby>を<ruby>強調<rt>きょうちょう</rt></ruby>する。,To emphasize,Emphasize key point.,Presentation
715,Business Meeting,Đề cập,Tôi muốn đề cập...,<ruby>言及<rt>げんきゅう</rt></ruby>する,<ruby>言及<rt>げんきゅう</rt></ruby>したいのですが…,To mention,I'd like to mention...,Presentation
716,Business Meeting,Dữ liệu,Theo dữ liệu này.,データ,このデータによると。,Data,According to this data.,Presentation
717,Business Meeting,Biểu đồ,Xem biểu đồ này.,グラフ,このグラフを<ruby>見<rt>み</rt></ruby>てください。,Chart / Graph,Look at this chart.,Presentation
