No,Sheet,VN Word,VN(A),VN(B),JP Word,JP(A),JP(B),EN Word,EN(A),EN(B),Tag
258,Core Extended,Kính,Đeo kính hả?,"Ừ, mắt kém.",<ruby>眼鏡<rt>めがね</rt></ruby>,<ruby>眼鏡<rt>めがね</rt></ruby>かけてるの？,うん、<ruby>目<rt>め</rt></ruby>が<ruby>悪<rt>わる</rt></ruby>くて。,Glasses,Wear glasses?,"Yeah, bad eyesight.",Clothing
259,Core Extended,Ví,Ví ở đâu rồi?,Trong túi kìa.,<ruby>財布<rt>さいふ</rt></ruby>,<ruby>財布<rt>さいふ</rt></ruby>どこ？,かばんの<ruby>中<rt>なか</rt></ruby>だよ。,Wallet,Where's the wallet?,In the bag.,Clothing
260,Core Extended,Chìa khóa,Chìa khóa đâu rồi?,Trên bàn kìa.,<ruby>鍵<rt>かぎ</rt></ruby>,<ruby>鍵<rt>かぎ</rt></ruby>どこ？,テーブルの<ruby>上<rt>うえ</rt></ruby>。,Key,Where are the keys?,On the table.,Clothing
261,Core Extended,Ô,Mang ô đi.,Trời sắp mưa hả?,<ruby>傘<rt>かさ</rt></ruby>,<ruby>傘<rt>かさ</rt></ruby><ruby>持<rt>も</rt></ruby>って。,<ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>りそう？,Umbrella,Bring an umbrella.,Is it going to rain?,Clothing
262,Core Extended,Núi,Cuối tuần đi đâu?,Đi leo núi.,<ruby>山<rt>やま</rt></ruby>,<ruby>週末<rt>しゅうまつ</rt></ruby>どこ<ruby>行<rt>い</rt></ruby>く？,<ruby>山<rt>やま</rt></ruby>に<ruby>登<rt>のぼ</rt></ruby>る。,Mountain,Weekend plans?,Go hiking.,Nature
263,Core Extended,Biển,Biển đẹp quá!,"Ừ, nước trong lắm.",<ruby>海<rt>うみ</rt></ruby>,<ruby>海<rt>うみ</rt></ruby>が<ruby>綺麗<rt>きれい</rt></ruby>！,うん、<ruby>水<rt>みず</rt></ruby>が<ruby>透<rt>す</rt></ruby>き<ruby>通<rt>とお</rt></ruby>ってる。,Sea,The sea is beautiful!,"Yeah, water is so clear.",Nature
264,Core Extended,Sông,Sông này dài quá.,Sông Mekong đó.,<ruby>川<rt>かわ</rt></ruby>,この<ruby>川<rt>かわ</rt></ruby><ruby>長<rt>なが</rt></ruby>いね。,メコン<ruby>川<rt>かわ</rt></ruby>だよ。,River,This river is so long.,That's the Mekong.,Nature
265,Core Extended,Cây,Cây gì vậy?,Cây dừa.,<ruby>木<rt>き</rt></ruby>,あの<ruby>木<rt>き</rt></ruby>は<ruby>何<rt>なに</rt></ruby>？,ヤシの<ruby>木<rt>き</rt></ruby>。,Tree,What tree is that?,A coconut tree.,Nature
266,Core Extended,Trời,Trời đẹp quá!,"Ừ, đi ra ngoài nhé.",<ruby>空<rt>そら</rt></ruby>,<ruby>天気<rt>てんき</rt></ruby>がいいね！,うん、<ruby>外<rt>そと</rt></ruby>に<ruby>出<rt>で</rt></ruby>よう。,Sky / Weather,Nice weather!,"Yeah, let's go outside.",Nature
267,Core Extended,Mặt trời,Mặt trời mọc đẹp quá.,Chụp ảnh đi.,<ruby>太陽<rt>たいよう</rt></ruby>,<ruby>日<rt>ひ</rt></ruby>の<ruby>出<rt>で</rt></ruby>が<ruby>綺麗<rt>きれい</rt></ruby>。,<ruby>写真<rt>しゃしん</rt></ruby><ruby>撮<rt>と</rt></ruby>ろう。,Sun,Beautiful sunrise.,Let's take a photo.,Nature
268,Core Extended,Trăng,Trăng tròn đẹp nhỉ.,"Ừ, đêm nay đẹp quá.",<ruby>月<rt>つき</rt></ruby>,<ruby>満月<rt>まんげつ</rt></ruby>が<ruby>綺麗<rt>きれい</rt></ruby>だね。,うん、<ruby>今夜<rt>こんや</rt></ruby>は<ruby>綺麗<rt>きれい</rt></ruby>。,Moon,Full moon is pretty.,"Yeah, beautiful night.",Nature
269,Core Extended,Hoa,Hoa gì đẹp vậy?,Hoa sen.,<ruby>花<rt>はな</rt></ruby>,<ruby>綺麗<rt>きれい</rt></ruby>な<ruby>花<rt>はな</rt></ruby>だね、<ruby>何<rt>なん</rt></ruby>の<ruby>花<rt>はな</rt></ruby>？,<ruby>蓮<rt>はす</rt></ruby>の<ruby>花<rt>はな</rt></ruby>。,Flower,What pretty flower?,Lotus flower.,Nature
270,Core Extended,Phòng,Phòng mấy?,Phòng 305.,<ruby>部屋<rt>へや</rt></ruby>,<ruby>何号<rt>なんごう</rt></ruby><ruby>室<rt>しつ</rt></ruby>？,305<ruby>号室<rt>ごうしつ</rt></ruby>。,Room,Room number?,Room 305.,Building
271,Core Extended,Cửa,Mở hay đóng cửa?,Đóng lại đi.,ドア,ドア<ruby>開<rt>あ</rt></ruby>ける？<ruby>閉<rt>し</rt></ruby>める？,<ruby>閉<rt>し</rt></ruby>めて。,Door,Open or close?,Close it.,Building
272,Core Extended,Thang máy,Thang máy ở đâu?,Bên phải kìa.,エレベーター,エレベーターはどこ？,<ruby>右側<rt>みぎがわ</rt></ruby>です。,Elevator,Where's the elevator?,On the right.,Building
273,Core Extended,Văn phòng,Văn phòng tầng mấy?,Tầng 5.,オフィス,オフィスは<ruby>何階<rt>なんかい</rt></ruby>？,5<ruby>階<rt>かい</rt></ruby>。,Office,What floor is the office?,5th floor.,Building
274,Core Extended,Ngân hàng,Ngân hàng gần nhất ở đâu?,Đi thẳng 200 mét.,<ruby>銀行<rt>ぎんこう</rt></ruby>,<ruby>一番<rt>いちばん</rt></ruby><ruby>近<rt>ちか</rt></ruby>い<ruby>銀行<rt>ぎんこう</rt></ruby>は？,まっすぐ200メートル。,Bank,Nearest bank?,200m straight ahead.,Building
275,Core Extended,Chợ,Chợ này bán gì?,"Đủ thứ, rau quả, thịt cá.",<ruby>市場<rt>いちば</rt></ruby>,この<ruby>市場<rt>いちば</rt></ruby><ruby>何<rt>なに</rt></ruby><ruby>売<rt>う</rt></ruby>ってる？,<ruby>何<rt>なん</rt></ruby>でも、<ruby>野菜<rt>やさい</rt></ruby>も<ruby>肉<rt>にく</rt></ruby>も<ruby>魚<rt>さかな</rt></ruby>も。,Market,What does this market sell?,"Everything—veggies, meat, fish.",Building
276,Core Extended,Siêu thị,Siêu thị mở cửa chưa?,"Mở rồi, 7 giờ sáng.",スーパー,スーパーもう<ruby>開<rt>あ</rt></ruby>いてる？,<ruby>開<rt>あ</rt></ruby>いてるよ、<ruby>朝<rt>あさ</rt></ruby>7<ruby>時<rt>じ</rt></ruby>から。,Supermarket,Is the supermarket open?,"Yes, since 7 AM.",Building
277,Core Extended,Bệnh viện,Bệnh viện xa không?,"Không xa, 5 phút đi xe.",<ruby>病院<rt>びょういん</rt></ruby>,<ruby>病院<rt>びょういん</rt></ruby>は<ruby>遠<rt>とお</rt></ruby>い？,<ruby>近<rt>ちか</rt></ruby>いよ、<ruby>車<rt>くるま</rt></ruby>で5<ruby>分<rt>ふん</rt></ruby>。,Hospital,Is the hospital far?,"No, 5 min by car.",Building
278,Core Extended,Công viên,Đi công viên không?,"Đi, đẹp lắm.",<ruby>公園<rt>こうえん</rt></ruby>,<ruby>公園<rt>こうえん</rt></ruby><ruby>行<rt>い</rt></ruby>く？,<ruby>行<rt>い</rt></ruby>こう、<ruby>綺麗<rt>きれい</rt></ruby>だよ。,Park,Go to the park?,"Sure, it's nice.",Building
279,Core Extended,Chùa,Thăm chùa không?,"Đi, chùa đẹp lắm.",お<ruby>寺<rt>てら</rt></ruby>,お<ruby>寺<rt>てら</rt></ruby>に<ruby>行<rt>い</rt></ruby>く？,<ruby>行<rt>い</rt></ruby>こう、<ruby>綺麗<rt>きれい</rt></ruby>なお<ruby>寺<rt>てら</rt></ruby>だよ。,Temple,Visit the temple?,"Yes, it's beautiful.",Building
280,Core Extended,Sếp,Sếp có ở không?,Sếp đang họp.,<ruby>上司<rt>じょうし</rt></ruby>,<ruby>上司<rt>じょうし</rt></ruby>はいますか。,<ruby>会議中<rt>かいぎちゅう</rt></ruby>です。,Boss,Is the boss in?,In a meeting.,Work
281,Core Extended,Đồng nghiệp,Đồng nghiệp mới hả?,"Ừ, mới vào tuần trước.",<ruby>同僚<rt>どうりょう</rt></ruby>,<ruby>新<rt>あたら</rt></ruby>しい<ruby>同僚<rt>どうりょう</rt></ruby>？,うん、<ruby>先週<rt>せんしゅう</rt></ruby><ruby>入社<rt>にゅうしゃ</rt></ruby>した。,Colleague,New colleague?,"Yeah, joined last week.",Work
282,Core Extended,Lương,Lương tháng này sao?,Đã chuyển rồi.,<ruby>給料<rt>きゅうりょう</rt></ruby>,<ruby>今月<rt>こんげつ</rt></ruby>の<ruby>給料<rt>きゅうりょう</rt></ruby>は？,もう<ruby>振<rt>ふ</rt></ruby>り<ruby>込<rt>こ</rt></ruby>まれた。,Salary,This month's salary?,Already transferred.,Work
283,Core Extended,Hạn chót,Hạn chót khi nào?,Thứ sáu tuần này.,<ruby>締切<rt>しめきり</rt></ruby>,<ruby>締切<rt>しめきり</rt></ruby>はいつ？,<ruby>今週<rt>こんしゅう</rt></ruby>の<ruby>金曜<rt>きんよう</rt></ruby>。,Deadline,When's the deadline?,This Friday.,Work
284,Core Extended,Dự án,Dự án mới thế nào?,Đang triển khai.,プロジェクト,<ruby>新<rt>あたら</rt></ruby>しいプロジェクトは？,<ruby>進行中<rt>しんこうちゅう</rt></ruby>。,Project,How's the new project?,In progress.,Work
285,Core Extended,Thời gian,Có thời gian không?,Không có thời gian.,<ruby>時間<rt>じかん</rt></ruby>,<ruby>時間<rt>じかん</rt></ruby>ある？,<ruby>時間<rt>じかん</rt></ruby>がない。,Time,Got time?,No time.,Abstract
286,Core Extended,Cơ hội,Đây là cơ hội tốt.,"Đúng, đừng bỏ lỡ.",チャンス,いいチャンスだね。,うん、<ruby>逃<rt>のが</rt></ruby>さないで。,Opportunity,This is a good chance.,"Right, don't miss it.",Abstract
287,Core Extended,Rủi ro,Rủi ro cao không?,"Hơi cao, cần cẩn thận.",リスク,リスク<ruby>高<rt>たか</rt></ruby>い？,ちょっと<ruby>高<rt>たか</rt></ruby>い、<ruby>注意<rt>ちゅうい</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>。,Risk,Is the risk high?,"A bit, need to be careful.",Abstract
288,Core Extended,Thành công,Bí quyết thành công là gì?,Kiên nhẫn và chăm chỉ.,<ruby>成功<rt>せいこう</rt></ruby>,<ruby>成功<rt>せいこう</rt></ruby>の<ruby>秘訣<rt>ひけつ</rt></ruby>は？,<ruby>忍耐<rt>にんたい</rt></ruby>と<ruby>努力<rt>どりょく</rt></ruby>。,Success,Secret to success?,Patience and hard work.,Abstract
289,Core Extended,Hy vọng,Hy vọng lần này được.,Tôi cũng hy vọng vậy.,<ruby>希望<rt>きぼう</rt></ruby>,<ruby>今回<rt>こんかい</rt></ruby>はうまく<ruby>行<rt>い</rt></ruby>くといいね。,<ruby>私<rt>わたし</rt></ruby>もそう<ruby>願<rt>ねが</rt></ruby>ってる。,Hope,Hope it works this time.,Me too.,Abstract
290,Core Extended,Tất cả,Tất cả bao nhiêu?,Tất cả 500 nghìn.,<ruby>全部<rt>ぜんぶ</rt></ruby>,<ruby>全部<rt>ぜんぶ</rt></ruby>でいくら？,<ruby>全部<rt>ぜんぶ</rt></ruby>で50<ruby>万<rt>まん</rt></ruby>ドン。,All / Total,How much for all?,500K total.,Quantity
291,Core Extended,Đủ,Đủ chưa?,"Đủ rồi, cảm ơn.",<ruby>十分<rt>じゅうぶん</rt></ruby>,<ruby>十分<rt>じゅうぶん</rt></ruby>？,<ruby>十分<rt>じゅうぶん</rt></ruby>です、ありがとう。,Enough,Is it enough?,"Enough, thanks.",Quantity
292,Core Extended,Thêm,Thêm nữa không?,Thêm một cái nữa.,もう<ruby>一<rt>ひと</rt></ruby>つ,もう<ruby>一<rt>ひと</rt></ruby>ついる？,もう<ruby>一<rt>ひと</rt></ruby>つお<ruby>願<rt>ねが</rt></ruby>い。,More,Want more?,One more please.,Quantity
293,Core Extended,Khoảng,Mất bao lâu?,Khoảng 1 tiếng.,<ruby>約<rt>やく</rt></ruby>,どのくらいかかる？,<ruby>約<rt>やく</rt></ruby>1<ruby>時間<rt>じかん</rt></ruby>。,About,How long?,About 1 hour.,Quantity
294,Core Extended,Ít nhất,Cần mấy ngày?,Ít nhất 3 ngày.,<ruby>少<rt>すく</rt></ruby>なくとも,<ruby>何日<rt>なんにち</rt></ruby><ruby>必要<rt>ひつよう</rt></ruby>？,<ruby>少<rt>すく</rt></ruby>なくとも3<ruby>日<rt>にち</rt></ruby>。,At least,How many days needed?,At least 3.,Quantity
295,Core Extended,Hơn,Hơn bao nhiêu người?,Hơn 100 người.,<ruby>以上<rt>いじょう</rt></ruby>,<ruby>何人<rt>なんにん</rt></ruby><ruby>以上<rt>いじょう</rt></ruby>？,100<ruby>人<rt>にん</rt></ruby><ruby>以上<rt>いじょう</rt></ruby>。,More than,How many people?,More than 100.,Quantity
296,Core Extended,Tổng cộng,Tổng cộng bao nhiêu?,Tổng cộng 2 triệu.,<ruby>合計<rt>ごうけい</rt></ruby>,<ruby>合計<rt>ごうけい</rt></ruby>いくら？,<ruby>合計<rt>ごうけい</rt></ruby>200<ruby>万<rt>まん</rt></ruby>ドン。,Total,How much total?,2 million total.,Quantity
297,Core Extended,Gần như,Xong chưa?,Gần xong rồi.,ほぼ,<ruby>終<rt>お</rt></ruby>わった？,ほぼ<ruby>終<rt>お</rt></ruby>わった。,Almost,Done?,Almost done.,Quantity
298,Business Meeting,Cuộc họp,Mấy giờ có cuộc họp?,10 giờ sáng.,<ruby>会議<rt>かいぎ</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>は<ruby>何時<rt>なんじ</rt></ruby>？,<ruby>午前<rt>ごぜん</rt></ruby>10<ruby>時<rt>じ</rt></ruby>。,Meeting,What time's the meeting?,10 AM.,Meeting
299,Business Meeting,Chương trình họp,Chương trình họp có chưa?,"Có rồi, tôi gửi email.",<ruby>議題<rt>ぎだい</rt></ruby>,<ruby>議題<rt>ぎだい</rt></ruby>はもうある？,あるよ、メールで<ruby>送<rt>おく</rt></ruby>った。,Agenda,Is the agenda ready?,"Yes, sent by email.",Meeting
300,Business Meeting,Phòng họp,Phòng họp nào?,Phòng họp tầng 3.,<ruby>会議室<rt>かいぎしつ</rt></ruby>,どの<ruby>会議室<rt>かいぎしつ</rt></ruby>？,3<ruby>階<rt>かい</rt></ruby>の<ruby>会議室<rt>かいぎしつ</rt></ruby>。,Conference room,Which meeting room?,3rd floor room.,Meeting
301,Business Meeting,Máy chiếu,Máy chiếu có hoạt động không?,"Có, bật lên rồi.",プロジェクター,プロジェクター<ruby>動<rt>うご</rt></ruby>く？,うん、もうつけた。,Projector,Is the projector working?,"Yes, it's on.",Meeting
302,Business Meeting,Họp online,Họp online hay gặp trực tiếp?,Họp online qua Zoom.,オンライン<ruby>会議<rt>かいぎ</rt></ruby>,オンラインか<ruby>対面<rt>たいめん</rt></ruby>か？,Zoomでオンライン。,Online meeting,Online or in person?,Online via Zoom.,Meeting
303,Business Meeting,Người tham dự,Có bao nhiêu người tham dự?,Khoảng 15 người.,<ruby>参加者<rt>さんかしゃ</rt></ruby>,<ruby>参加者<rt>さんかしゃ</rt></ruby>は<ruby>何人<rt>なんにん</rt></ruby>？,<ruby>約<rt>やく</rt></ruby>15<ruby>人<rt>にん</rt></ruby>。,Attendee,How many attendees?,About 15.,Meeting
304,Business Meeting,Biên bản,Ai ghi biên bản?,Tôi ghi.,<ruby>議事録<rt>ぎじろく</rt></ruby>,<ruby>誰<rt>だれ</rt></ruby>が<ruby>議事録<rt>ぎじろく</rt></ruby>を<ruby>書<rt>か</rt></ruby>く？,<ruby>私<rt>わたし</rt></ruby>が<ruby>書<rt>か</rt></ruby>きます。,Minutes,Who takes minutes?,I'll do it.,Meeting
305,Business Meeting,Hoãn,Hoãn họp được không?,"Được, dời sang thứ ba.",<ruby>延期<rt>えんき</rt></ruby>する,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>延期<rt>えんき</rt></ruby>できる？,いいよ、<ruby>火曜<rt>かよう</rt></ruby>にしよう。,To postpone,Can we postpone?,"OK, move to Tuesday.",Meeting
306,Business Meeting,Hủy họp,Hủy họp chiều nay nhé.,Sao vậy?,キャンセルする,<ruby>午後<rt>ごご</rt></ruby>の<ruby>会議<rt>かいぎ</rt></ruby>キャンセルね。,なぜ？,Cancel meeting,Cancel today's PM meeting.,Why?,Meeting
307,Business Meeting,Giải lao,Giải lao 10 phút nhé.,"OK, quay lại lúc 3 giờ.",<ruby>休憩<rt>きゅうけい</rt></ruby>,10<ruby>分<rt>ぷん</rt></ruby><ruby>休憩<rt>きゅうけい</rt></ruby>しよう。,OK、3<ruby>時<rt>じ</rt></ruby>に<ruby>戻<rt>もど</rt></ruby>ろう。,Break,10-min break.,"OK, back at 3.",Meeting
308,Business Meeting,Đúng giờ,Xin đến đúng giờ.,"Vâng, tôi sẽ đến sớm.",<ruby>時間通<rt>じかんどお</rt></ruby>り,<ruby>時間通<rt>じかんどお</rt></ruby>りに<ruby>来<rt>き</rt></ruby>てね。,はい、<ruby>早<rt>はや</rt></ruby>めに<ruby>行<rt>い</rt></ruby>きます。,On time,Please be on time.,"Yes, I'll come early.",Meeting
309,Business Meeting,Vắng mặt,Ai vắng mặt hôm nay?,"Anh Minh vắng, bị ốm.",<ruby>欠席<rt>けっせき</rt></ruby>,<ruby>今日<rt>きょう</rt></ruby><ruby>誰<rt>だれ</rt></ruby>が<ruby>欠席<rt>けっせき</rt></ruby>？,ミンさんが<ruby>病欠<rt>びょうけつ</rt></ruby>。,Absent,Who's absent today?,"Minh, he's sick.",Meeting
310,Business Meeting,Họp khẩn,Có họp khẩn lúc 4 giờ.,Về vấn đề gì?,<ruby>緊急<rt>きんきゅう</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>,4<ruby>時<rt>じ</rt></ruby>に<ruby>緊急<rt>きんきゅう</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>がある。,<ruby>何<rt>なに</rt></ruby>の<ruby>件<rt>けん</rt></ruby>？,Urgent meeting,Urgent meeting at 4.,About what?,Meeting
311,Business Meeting,Tài liệu,Tài liệu họp đâu?,Gửi qua email rồi.,<ruby>資料<rt>しりょう</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby><ruby>資料<rt>しりょう</rt></ruby>は？,メールで<ruby>送<rt>おく</rt></ruby>ったよ。,Document,Where are meeting docs?,Sent by email.,Meeting
312,Business Meeting,Mời phát biểu,Mời anh phát biểu.,"Cảm ơn, theo tôi thì...",ご<ruby>発言<rt>はつげん</rt></ruby>をどうぞ,ご<ruby>発言<rt>はつげん</rt></ruby>をどうぞ。,ありがとう、<ruby>私<rt>わたし</rt></ruby>の<ruby>考<rt>かんが</rt></ruby>えでは…,Please go ahead,Please share your thoughts.,"Thanks, in my view...",Meeting
313,Business Meeting,Trình bày,Ai trình bày hôm nay?,Tôi trình bày phần 1.,プレゼンする,<ruby>今日<rt>きょう</rt></ruby><ruby>誰<rt>だれ</rt></ruby>がプレゼン？,<ruby>私<rt>わたし</rt></ruby>がパート1を。,To present,Who presents today?,I'll do Part 1.,Presentation
314,Business Meeting,Slide,Chuyển slide tiếp.,"Đây, slide số 5.",スライド,<ruby>次<rt>つぎ</rt></ruby>のスライドへ。,はい、スライド5。,Slide,Next slide.,"Here, slide 5.",Presentation
315,Business Meeting,Biểu đồ,Biểu đồ này cho thấy gì?,Doanh thu tăng 30%.,グラフ,このグラフは<ruby>何<rt>なに</rt></ruby>を<ruby>示<rt>しめ</rt></ruby>してる？,<ruby>売上<rt>うりあげ</rt></ruby>が30%<ruby>増<rt>ぞう</rt></ruby>。,Chart,What does this chart show?,Revenue up 30%.,Presentation
316,Business Meeting,Dữ liệu,Dữ liệu từ đâu?,Từ báo cáo quý 3.,データ,データはどこから？,Q3の<ruby>報告書<rt>ほうこくしょ</rt></ruby>から。,Data,Where's the data from?,From Q3 report.,Presentation
317,Business Meeting,Tổng quan,Cho tôi tổng quan trước.,Đây là tổng quan dự án.,<ruby>概要<rt>がいよう</rt></ruby>,まず<ruby>概要<rt>がいよう</rt></ruby>を。,プロジェクトの<ruby>概要<rt>がいよう</rt></ruby>です。,Overview,Give me an overview first.,Here's the project overview.,Presentation
318,Business Meeting,Mục tiêu,Mục tiêu là gì?,Tăng doanh thu 20%.,<ruby>目標<rt>もくひょう</rt></ruby>,<ruby>目標<rt>もくひょう</rt></ruby>は？,<ruby>売上<rt>うりあげ</rt></ruby>20%<ruby>増<rt>ぞう</rt></ruby>。,Objective,What's the goal?,20% revenue increase.,Presentation
319,Business Meeting,Kết luận,Kết luận thế nào?,Kết luận là nên đầu tư.,<ruby>結論<rt>けつろん</rt></ruby>,<ruby>結論<rt>けつろん</rt></ruby>は？,<ruby>投資<rt>とうし</rt></ruby>すべきという<ruby>結論<rt>けつろん</rt></ruby>です。,Conclusion,What's the conclusion?,Conclusion: we should invest.,Presentation
320,Business Meeting,Ví dụ,Cho ví dụ cụ thể.,"Ví dụ, công ty A đã...",<ruby>例<rt>れい</rt></ruby>,<ruby>具体的<rt>ぐたいてき</rt></ruby>な<ruby>例<rt>れい</rt></ruby>を。,<ruby>例<rt>たと</rt></ruby>えば、A<ruby>社<rt>しゃ</rt></ruby>は…,Example,Give a specific example.,"For example, Company A...",Presentation
